"識別碼","店家名稱","城市","行政區","地址","電話","營業時間","核對狀態","來源網址","來源更新時間","擷取時間","網頁核對時間"
"Restaurant_395000000A_001594","凱旋餐廳","臺南市","官田區","臺南市官田區三結義41號之1","(06)5792163","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:04+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001597","德春米糕","臺南市","麻豆區","臺南市麻豆區中正路與忠孝路口(第三市場內)","(06)5722084","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:05+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001598","碗粿蘭","臺南市","麻豆區","臺南市麻豆區中山路179-8號","(06)5724035","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2021-03-04T12:02:03+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001599","炎山碗粿","臺南市","麻豆區","臺南市麻豆區三民路9-10號","(06)5719100","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:11+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001600","樂腳林草魚粥","臺南市","麻豆區","臺南市麻豆區三民路80號","(06)5716179","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:13+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001602","裕益碗粿王","臺南市","麻豆區","臺南市麻豆區麻佳路二段88號","(06)5702687","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2026-03-02T16:20:52+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001605","老鄧牛肉麵","臺南市","佳里區","臺南市佳里區光復路290號","(06)7220467","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-02-02T12:03:59+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001606","包仔福佳里肉圓","臺南市","佳里區","臺南市佳里區延平路215號","(06)7227226","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:18+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001607","佳里農會邊切仔麵","臺南市","佳里區","臺南市佳里區民生街8號旁（農會邊）","(06)7227736","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:21+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001608","百年老店 大腸粥","臺南市","佳里區","臺南市佳里區興化里佳里興442號","(06)7261378","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:23+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001609","西品蝦仁爌肉飯","臺南市","西港區","臺南市西港區慶安路59巷17號","(06)6353226","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-11-30T12:00:07+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001614","外國安虱目魚專賣店","臺南市","七股區","臺南市七股區龍山里龍山232號","(06)7872039","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:26+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001615","安哥海產店","臺南市","七股區","臺南市七股區七股里七股2號","(06)7875153","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:28+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001616","豐海鮮漁府","臺南市","將軍區","臺南市將軍區長沙村146-10號","(06)7930637","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:31+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001618","萬鍛陽春麵","臺南市","將軍區","臺南市將軍區忠嘉里162號","(06)7940249","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2023-08-09T15:50:24+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001619","學甲鵝肉","臺南市","學甲區","臺南市學甲區中正路164號","(06)7837120","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:33+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001620","永通虱目魚粥","臺南市","學甲區","臺南市學甲區民權路60號","(06)7839308","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:35+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001622","廣益虱目魚丸","臺南市","學甲區","臺南市學甲區中正路207號","(06)7833241","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:38+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001623","秀碧蚵嗲","臺南市","北門區","臺南市北門區三光里三寮灣東隆宮廟埕榕樹下","0934301839","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:40+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001624","福隆餐館","臺南市","北門區","臺南市北門區永隆里港北37號","(06)7861588","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-02-02T12:03:52+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001625","吳記燒酒螺","臺南市","北門區","臺南市北門區鯤江村976號","(06)7863307","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:43+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001626","老施牛肉麵","臺南市","新營區","臺南市新營區太北里太子宮44-6號","(06)6526261","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:46+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001627","阿松臭豆腐","臺南市","新營區","臺南市新營區中正路37-1號","(06)6370555","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:48+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001628","新營阿宗肉丸","臺南市","新營區","臺南市新營區復興路99號","(06)6350551","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:51+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001629","華味香鴨肉羹-延平店","臺南市","新營區","臺南市新營區延平路29號","(06)6322981","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001630","華味香鴨肉羹 新進店","臺南市","新營區","臺南市新營區新進路二段474號","(06)6565948","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:53+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001631","華味香鴨肉羹三店","臺南市","新營區","臺南市新營區民治路31號","(06)6353698","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:56+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001633","老鄧包子店","臺南市","新營區","臺南市新營區太子路151號","(06)6567468","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:43:58+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001634","康樂胚芽意麵","臺南市","新營區","臺南市新營區康樂街44號","(06)6323557","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:01+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001636","包仔師胚芽意麵","臺南市","新營區","臺南市新營區中正路27-5號","(06)6378800","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:07+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001637","民雄海產餐廳","臺南市","新營區","臺南市新營區隋唐街200號","(06)6563088","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:08+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001638","新營阿忠豆菜麵","臺南市","新營區","臺南市新營區中正路25號","(06)6379688","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:09+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001639","特味香香腸專賣店","臺南市","新營區","臺南市新營區康樂街42號","(06)6328370","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:12+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001640","延平砂鍋魚頭","臺南市","新營區","臺南市新營區延平路42-1號","(06)6323278","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:14+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001642","後壁冰糖醬鴨 (Houbi Crystal Sugar Braised Duck)","臺南市","後壁區","台南市後壁里42-18號","(06)6872078","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:15+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001643","白河鴨頭","臺南市","白河區","臺南市白河區中正路46號","(06)6854960","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:18+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001644","吳記豆菜麵","臺南市","白河區","臺南市白河區中正路13-2號","(06)6858801","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-11-30T12:00:08+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001646","竹門鈺雪冰枝店","臺南市","白河區","臺南市白河區竹門里竹子門114-1號","(06)6853388","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:20+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001648","店仔口肉丸","臺南市","白河區","臺南市白河區新起街31-6號(湄洲宮旁）","0933691123","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2023-10-06T08:28:25+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001649","東山排骨酥","臺南市","東山區","臺南市東山區中興路100號","(06)6802859","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:25+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001650","合記東山鴨頭","臺南市","東山區","臺南市東山區中興路24號","(06)6802032","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2018-12-13T15:41:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001651","日喜豆花","臺南市","東山區","臺南市東山區中興路106號","(06)6800324","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:28+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001653","張記東山肉圓","臺南市","東山區","臺南市東山區中興路91號","(06)6800709","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:30+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001655","阿文肉丸大腸","臺南市","東山區","臺南市東山區中興路54號","(06)6800480","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:33+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001656","良賓山海產店","臺南市","六甲區","臺南市六甲區珊瑚路45號","(06)6982839","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:36+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001657","口福羊肉店","臺南市","六甲區","臺南市六甲區中山路120號","(06)6983223","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:39+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001660","大麵耀豆菜麵","臺南市","六甲區","臺南市六甲區中正路485巷3號","(06)6992403","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:42+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001662","阿興168燻茶鵝","臺南市","下營區","臺南市下營區賀建里下橋頭1-8號","(06)6893229","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:45+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001663","阿興168鵝肉餐廳","臺南市","下營區","臺南市下營區中興南路336號","(06)6896888","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:48+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001665","臺南市柳營區農會田媽媽","臺南市","柳營區","臺南市柳營區柳營路二段77號","(06)6221248","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-11-30T12:00:22+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001666","小腳腿羊肉店","臺南市","柳營區","臺南市柳營區重溪里小腳腿21-9號","(06)6230349","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:50+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001668","鹽水豆簽羹","臺南市","鹽水區","臺南市鹽水區朝琴路19號","(06)6528437","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-01-25T10:45:35+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001670","林家肉圓","臺南市","鹽水區","臺南市鹽水區康樂路98號","(06)6521777","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-02-02T12:03:58+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001671","銀鋒冰果室","臺南市","鹽水區","臺南市鹽水區中山路1號","(06)6522202","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:57+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001672","阿桐意麵","臺南市","鹽水區","臺南市鹽水區福得里後厝4-6號","(06)6532261","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:44:59+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001673","顏清安鹽水意麵","臺南市","鹽水區","臺南市鹽水區中山路1號","(06)6522202","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:45:02+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001674","八角樓當歸鴨","臺南市","鹽水區","臺南市鹽水區中山路1號","(06)6523347","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:45:04+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001675","鹽水煎包","臺南市","鹽水區","臺南市鹽水區中正路7號號門口","0956653300","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2024-08-28T14:10:17+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001676","一等涼冬瓜原汁","臺南市","善化區","臺南市善化區中山路468巷1號","(06)5810800","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2025-03-06T09:00:00+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001678","國正食堂","臺南市","山上區","臺南市山上區南洲里南洲103號","(06)5781059","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:45:10+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001679","新市豬腳","臺南市","新市區","臺南市新市區中山路177-1號","(06)5996442","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:45:12+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
"Restaurant_395000000A_001680","新市大胖海產40年老店","臺南市","新市區","臺南市新市區中興街47號","(06)5014588","","官方資料","https://data.gov.tw/dataset/7779","交通部觀光署: 2022-12-05T15:45:15+08:00","交通部觀光署: 2026-09-12T21:46:46+00:00",""
